Price,Close,High,Low,Open,Volume
Ticker,WWW,WWW,WWW,WWW,WWW
Date,,,,,
2000-01-03,2.3422369956970215,2.5125815044749866,2.29965086850253,2.5125815044749866,516300
2000-01-04,2.3422369956970215,2.399018282018766,2.313846027629783,2.3280418365697684,479100
2000-01-05,2.2854559421539307,2.342237234258973,2.2570649711950104,2.342237234258973,228600
2000-01-06,2.2854559421539307,2.2996511027269917,2.22867400023609,2.2712601317680714,401700
2000-01-07,2.3422369956970215,2.3564321548242746,2.2428695821807856,2.2570647413080387,238500
2000-01-10,2.4416046142578125,2.4416046142578125,2.271260091174412,2.313846221945262,290400
2000-01-11,2.3564324378967285,2.384823409374505,2.2996511447539865,2.3706282485420216,372300
2000-01-12,2.2854559421539307,2.328042073685912,2.2428698106219493,2.328042073685912,333000
2000-01-13,2.3280413150787354,2.3564316269736927,2.25706423571617,2.2996503533711916,534300
2000-01-14,2.3138468265533447,2.356432968451952,2.271260684654737,2.299651662524794,300900
2000-01-18,2.2854559421539307,2.342237234258973,2.2712601317680714,2.342237234258973,437400
2000-01-19,2.3564324378967285,2.3564324378967285,2.2712601732762105,2.2854559839215036,483600
2000-01-20,2.4699952602386475,2.4699952602386475,2.342236884709062,2.342236884709062,774300
2000-01-21,2.384822130203247,2.4699943491390774,2.3706269769847625,2.441603392889647,437400
2000-01-24,2.257065773010254,2.370629047376119,2.257065773010254,2.3564332319472427,703500
2000-01-25,2.3422369956970215,2.3422369956970215,2.2570647413080387,2.271259900435292,378600
2000-01-26,2.2428696155548096,2.3138460620599406,2.2286738064035903,2.3138460620599406,530700
2000-01-27,2.0867197513580322,2.2286732593360172,2.0867197513580322,2.2144781034819934,736200
2000-01-28,2.0867197513580322,2.17189198610734,2.0725245955040084,2.1435010245867097,402900
2000-01-31,2.0725250244140625,2.0867201832057813,2.0725250244140625,2.0867201832057813,441000
2000-02-01,2.05832839012146,2.07252419303132,2.044133237024056,2.07252419303132,344100
2000-02-02,2.0867197513580322,2.100914907212056,2.044133633983378,2.0867197513580322,847800
2000-02-03,2.2428696155548096,2.2712599342317654,2.072525104242109,2.115111232070284,610800
2000-02-04,2.7397072315216064,2.753903040108974,2.299650811380243,2.299650811380243,2780100
2000-02-07,2.6119492053985596,2.867465996681445,2.555167912828853,2.7397076010400023,1456200
2000-02-08,2.5267770290374756,2.597754134564272,2.5125818678572465,2.583558973384043,519300
2000-02-09,2.384822130203247,2.498385305388508,2.384822130203247,2.498385305388508,282000
2000-02-10,2.3564324378967285,2.384823409374505,2.2996511447539865,2.384823409374505,440400
2000-02-11,2.2854559421539307,2.342237234258973,2.2712601317680714,2.328042073685912,424200
2000-02-14,2.711318254470825,2.711318254470825,2.257065801155865,2.285456782554624,1024800
2000-02-15,2.6971206665039062,2.6971206665039062,2.4132136383325116,2.6829255100391194,480000
2000-02-16,2.6119492053985596,2.66873114778107,2.441604677876636,2.640340176589815,423300
2000-02-17,2.654534339904785,2.7539023768327455,2.54097179743363,2.583557913313453,725400
2000-02-18,2.5125813484191895,2.6403397220676226,2.5125813484191895,2.6261445638220273,268500
2000-02-22,2.5125813484191895,2.5551674729686673,2.4132139410746385,2.5551674729686673,291000
2000-02-23,2.555166721343994,2.6119479874363605,2.455799343229228,2.498385455251628,426900
2000-02-24,2.5125813484191895,2.5409723147230716,2.441604257565829,2.4983861901735938,256200
2000-02-25,2.5409724712371826,2.555167630357145,2.4558002168919444,2.4841905351318694,374400
2000-02-28,2.4416046142578125,2.526776875799513,2.427409453938458,2.512581715480158,390600
2000-02-29,2.6119492053985596,2.6119492053985596,2.42740951718741,2.42740951718741,374700
2000-03-01,2.569361686706543,2.5977526425737953,2.5125804247844905,2.5835574895463957,215700
2000-03-02,2.498385429382324,2.555166694886754,2.498385429382324,2.54097154096377,351000
2000-03-03,2.498385429382324,2.54097154096377,2.4557993178008783,2.4699944717238624,419700
2000-03-06,2.5125813484191895,2.5551674729686673,2.484190382115307,2.4983861901735938,429300
2000-03-07,2.4699952602386475,2.526776543869785,2.441604293516728,2.5125813854151757,305100
2000-03-08,2.484189748764038,2.498385553203064,2.427408480445511,2.4557994395110376,457500
